"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,LOW,MID,MARKET
bulk common,2,0,Pendulum Scale,DIFO,Dimension Force,DIFO-EN069,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.05
bulk common,8,0,Phantasmal Summoning Beast,PHNI,Phantom Nightmare,PHNI-EN014,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.12,0.09
bulk common,9,0,Pitknight Earlie,POTE,Power Of The Elements,POTE-EN083,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.16,0.07
bulk common,8,0,Prayers of the Voiceless Voice,PHNI,Phantom Nightmare,PHNI-EN066,C,NearMint,1st Edition,English,0.15,2024-12-20,0.05,0.19,0.15
bulk common,5,0,Predaplant Ambulomelides,DIFO,Dimension Force,DIFO-EN037,C,NearMint,1st Edition,English,0.06,2024-12-20,0.01,0.15,0.07
bulk common,4,0,Predaplant Bufolicula,DIFO,Dimension Force,DIFO-EN018,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.15,0.04
bulk common,3,0,Predaplant Byblisp,DIFO,Dimension Force,DIFO-EN017,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.16,0.07
bulk common,4,0,Predaplant Triantis,DIFO,Dimension Force,DIFO-EN019,C,NearMint,1st Edition,English,0.10,2024-12-20,0.01,0.14,0.08
bulk common,2,0,Prediction Princess Bibliomuse,DABL,Darkwing Blast,DABL-EN019,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.15,0.05
bulk common,8,0,Principug,PHNI,Phantom Nightmare,PHNI-EN034,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.10,0.06
bulk common,9,0,Procession of the Tea Jar,PHNI,Phantom Nightmare,PHNI-EN031,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.10,0.06
bulk common,6,0,Propa Gandake,POTE,Power Of The Elements,POTE-EN035,C,NearMint,1st Edition,English,0.03,2024-12-21,0.01,0.10,0.03
bulk common,5,0,Psychic Rover,DABL,Darkwing Blast,DABL-EN035,C,NearMint,1st Edition,English,0.04,2024-12-21,0.01,0.13,0.04
bulk common,11,0,Purrely Sharely!?,DUNE,Duelist Nexus,DUNE-EN075,C,NearMint,1st Edition,English,0.08,2024-12-22,0.01,0.14,0.06
bulk common,21,0,Quillbolt Hedgehog,LED8,Legendary Duelists: Synchro Storm,LED8-EN047,C,NearMint,1st Edition,English,0.15,2024-12-21,0.01,0.17,0.15
bulk common,7,0,Radiance of the Voiceless Voice,PHNI,Phantom Nightmare,PHNI-EN076,C,NearMint,1st Edition,English,0.13,2024-12-20,0.01,0.15,0.11
bulk common,14,0,Rage of Kairyu-Shin,LED9,Legendary Duelists: Duels From The Deep,LED9-EN027,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.10,0.04
bulk common,12,0,Raidraptor - Glorious Bright,PHNI,Phantom Nightmare,PHNI-EN074,C,NearMint,1st Edition,English,0.12,2024-12-20,0.01,0.15,0.08
bulk common,8,0,Raidraptor - Noir Lanius,PHNI,Phantom Nightmare,PHNI-EN004,C,NearMint,1st Edition,English,0.18,2024-12-21,0.05,0.18,0.16
bulk common,6,0,Raidraptor - Roost,PHNI,Phantom Nightmare,PHNI-EN057,C,NearMint,1st Edition,English,0.14,2024-12-20,0.01,0.15,0.15
bulk common,12,0,Rank-Up-Magic - The Seventh One,LED9,Legendary Duelists: Duels From The Deep,LED9-EN014,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.10,0.04
bulk common,12,0,Rank-Up-Magic Quick Chaos,LED9,Legendary Duelists: Duels From The Deep,LED9-EN015,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.15,0.10
bulk common,8,0,Ravenous Vendread,POTE,Power Of The Elements,POTE-EN064,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.11,0.08
bulk common,8,0,Realm Resonance,DUNE,Duelist Nexus,DUNE-EN054,C,NearMint,1st Edition,English,0.04,2024-12-22,0.01,0.10,0.03
bulk common,65,0,Refrain the Melodious Songstress,LEDE,Legacy Of Destruction,LEDE-EN009,C,NearMint,1st Edition,English,0.21,2024-12-18,0.12,0.25,0.21
bulk common,10,0,Rescue-ACE Preventer,DUNE,Duelist Nexus,DUNE-EN022,C,NearMint,1st Edition,English,0.03,2024-12-22,0.01,0.15,0.04
bulk common,4,0,Reverse Jar,DIFO,Dimension Force,DIFO-EN031,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.07
bulk common,7,0,Rikka Princess,POTE,Power Of The Elements,POTE-EN027,C,NearMint,1st Edition,English,0.06,2024-12-21,0.02,0.20,0.06
bulk common,9,0,Royal Rhino with Deceitful Dice,PHNI,Phantom Nightmare,PHNI-EN036,C,NearMint,1st Edition,English,0.04,2024-12-21,0.01,0.10,0.05
bulk common,22,0,Rush Warrior,LED8,Legendary Duelists: Synchro Storm,LED8-EN050,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.13,0.08
bulk common,12,0,Saber Shark,LED9,Legendary Duelists: Duels From The Deep,LED9-EN050,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.06
bulk common,7,0,Scar of the Vendread,POTE,Power Of The Elements,POTE-EN024,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.14,0.06
bulk common,6,0,Scareclaw Acro,DIFO,Dimension Force,DIFO-EN011,C,NearMint,1st Edition,English,0.06,2024-12-20,0.01,0.15,0.07
bulk common,3,0,Scareclaw Alternative,DIFO,Dimension Force,DIFO-EN075,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.05
bulk common,6,0,Scareclaw Astra,DIFO,Dimension Force,DIFO-EN009,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.17,0.09
bulk common,6,0,Scareclaw Belone,DIFO,Dimension Force,DIFO-EN010,C,NearMint,1st Edition,English,0.10,2024-12-20,0.01,0.15,0.08
bulk common,7,0,Scareclaw Decline,DABL,Darkwing Blast,DABL-EN059,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.15,0.05
bulk common,5,0,Scareclaw Twinsaw,DABL,Darkwing Blast,DABL-EN075,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.15,0.04
bulk common,11,0,Scrap-Iron Sacred Statue,DUNE,Duelist Nexus,DUNE-EN068,C,NearMint,1st Edition,English,0.05,2024-12-22,0.01,0.10,0.07
bulk common,10,0,Sea Stealth Attack,LED9,Legendary Duelists: Duels From The Deep,LED9-EN030,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.13,0.05
bulk common,10,0,Signs of the Tistina,DUNE,Duelist Nexus,DUNE-EN092,C,NearMint,1st Edition,English,0.05,2024-12-22,0.01,0.10,0.02
bulk common,10,0,Silent Angler,LED9,Legendary Duelists: Duels From The Deep,LED9-EN008,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.16,0.05
bulk common,5,0,Silent Wolf Calupo,DABL,Darkwing Blast,DABL-EN037,C,NearMint,1st Edition,English,0.04,2024-12-21,0.01,0.10,0.03
bulk common,11,0,Small Scuffle,DUNE,Duelist Nexus,DUNE-EN078,C,NearMint,1st Edition,English,0.05,2024-12-22,0.01,0.10,0.05
bulk common,7,0,Sorcerer of Sebek,PHNI,Phantom Nightmare,PHNI-EN053,C,NearMint,1st Edition,English,0.13,2024-12-20,0.01,0.14,0.12
bulk common,17,0,Sorciere de Fleur,LED8,Legendary Duelists: Synchro Storm,LED8-EN028,C,NearMint,1st Edition,English,0.10,2024-12-21,0.01,0.10,0.10
bulk common,5,0,Soul Scissors,DABL,Darkwing Blast,DABL-EN029,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.15,0.07
bulk common,19,0,Speedroid CarTurbo,LED8,Legendary Duelists: Synchro Storm,LED8-EN016,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.12,0.06
bulk common,24,0,Speedroid Den-Den Daiko Duke,LED8,Legendary Duelists: Synchro Storm,LED8-EN013,C,NearMint,1st Edition,English,0.35,2024-12-21,0.01,0.14,0.08
bulk common,25,0,Speedroid Double Yoyo,LED8,Legendary Duelists: Synchro Storm,LED8-EN010,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.15,0.09
bulk common,18,0,Speedroid Horse Stilts,LED8,Legendary Duelists: Synchro Storm,LED8-EN014,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.15,0.07
bulk common,18,0,Speedroid Marble Machine,LED8,Legendary Duelists: Synchro Storm,LED8-EN015,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.13,0.06
bulk common,25,0,Speedroid Red-Eyed Dice,LED8,Legendary Duelists: Synchro Storm,LED8-EN012,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.15,0.08
bulk common,23,0,Speedroid Taketomborg,LED8,Legendary Duelists: Synchro Storm,LED8-EN011,C,NearMint,1st Edition,English,0.21,2024-12-21,0.05,0.25,0.23
bulk common,24,0,Speedroid Terrortop,LED8,Legendary Duelists: Synchro Storm,LED8-EN009,C,NearMint,1st Edition,English,0.46,2024-12-21,0.25,0.49,0.43
bulk common,13,0,Split Mirror of the Underworld,DUNE,Duelist Nexus,DUNE-EN079,C,NearMint,1st Edition,English,0.09,2024-12-22,0.01,0.10,0.08
bulk common,6,0,Spright Carrot,POTE,Power Of The Elements,POTE-EN007,C,NearMint,1st Edition,English,0.10,2024-12-21,0.05,0.25,0.07
bulk common,8,0,Spright Gamma Burst,POTE,Power Of The Elements,POTE-EN056,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.16,0.07
bulk common,8,0,Spright Pixies,POTE,Power Of The Elements,POTE-EN005,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.16,0.08
bulk common,5,0,Spright Red,POTE,Power Of The Elements,POTE-EN006,C,NearMint,1st Edition,English,0.07,2024-12-21,0.02,0.22,0.07
bulk common,8,0,Spright Smashers,POTE,Power Of The Elements,POTE-EN057,C,NearMint,1st Edition,English,0.14,2024-12-21,0.04,0.20,0.14
bulk common,12,0,Stardust Wurm,DUNE,Duelist Nexus,DUNE-EN094,C,NearMint,1st Edition,English,0.06,2024-12-22,0.01,0.15,0.05
bulk common,3,0,Stars Align across the Milky Way,DABL,Darkwing Blast,DABL-EN079,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.13,0.05
bulk common,9,0,Storagepod,DUNE,Duelist Nexus,DUNE-EN084,C,NearMint,1st Edition,English,0.02,2024-12-22,0.01,0.10,0.04
bulk common,8,0,Sunlit Sentinel,DIFO,Dimension Force,DIFO-EN028,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.10,0.04
bulk common,14,0,Superheavy Samurai Security,DUNE,Duelist Nexus,DUNE-EN097,C,NearMint,1st Edition,English,0.03,2024-12-22,0.01,0.10,0.03
bulk common,7,0,Supreme Sea Mare,DIFO,Dimension Force,DIFO-EN030,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.15,0.09
bulk common,6,0,Surprise Chain,DIFO,Dimension Force,DIFO-EN068,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.05
bulk common,10,0,"Swallow's Cowrie",PHNI,Phantom Nightmare,PHNI-EN088,C,NearMint,1st Edition,English,0.26,2024-12-20,0.05,0.25,0.24
bulk common,11,0,Swarm of Centipedes,PHNI,Phantom Nightmare,PHNI-EN085,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.10,0.07
bulk common,6,0,Symphonic Warrior DJJ,DIFO,Dimension Force,DIFO-EN021,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.06
bulk common,6,0,Symphonic Warrior Guitariss,DIFO,Dimension Force,DIFO-EN020,C,NearMint,1st Edition,English,0.09,2024-12-20,0.01,0.10,0.10
bulk common,5,0,Symphonic Warrior Rockks,DIFO,Dimension Force,DIFO-EN042,C,NearMint,1st Edition,English,0.09,2024-12-20,0.01,0.10,0.10
bulk common,10,0,Synchro Overtop,DUNE,Duelist Nexus,DUNE-EN050,C,NearMint,1st Edition,English,0.05,2024-12-22,0.01,0.10,0.06
bulk common,12,0,Synchro World,DUNE,Duelist Nexus,DUNE-EN051,C,NearMint,1st Edition,English,0.07,2024-12-22,0.01,0.14,0.05
bulk common,20,0,Synchron Explorer,LED8,Legendary Duelists: Synchro Storm,LED8-EN048,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.15,0.08
bulk common,166,0,Tantrum Toddler,LEDE,Legacy Of Destruction,LEDE-EN046,C,NearMint,1st Edition,English,0.06,2024-12-18,0.01,0.11,0.05
bulk common,10,0,Tearlaments Cryme,POTE,Power Of The Elements,POTE-EN073,C,NearMint,1st Edition,English,0.12,2024-12-21,0.02,0.20,0.14
bulk common,6,0,Tearlaments Grief,DABL,Darkwing Blast,DABL-EN056,C,NearMint,1st Edition,English,0.16,2024-12-21,0.05,0.20,0.16
bulk common,7,0,Tearlaments Havnis,POTE,Power Of The Elements,POTE-EN013,C,NearMint,1st Edition,English,0.20,2024-12-21,0.04,0.20,0.18
bulk common,6,0,Tearlaments Heartbeat,DABL,Darkwing Blast,DABL-EN057,C,NearMint,1st Edition,English,0.17,2024-12-21,0.01,0.20,0.17
bulk common,11,0,Tearlaments Merrli,POTE,Power Of The Elements,POTE-EN012,C,NearMint,1st Edition,English,0.16,2024-12-21,0.04,0.21,0.15
bulk common,8,0,Tearlaments Metanoise,POTE,Power Of The Elements,POTE-EN071,C,NearMint,1st Edition,English,0.14,2024-12-21,0.03,0.20,0.12
bulk common,7,0,Tearlaments Scream,DABL,Darkwing Blast,DABL-EN058,C,NearMint,1st Edition,English,0.20,2024-12-21,0.07,0.25,0.23
bulk common,7,0,Tearlaments Sulliek,POTE,Power Of The Elements,POTE-EN072,C,NearMint,1st Edition,English,0.19,2024-12-21,0.05,0.25,0.19
bulk common,6,0,Terrors of the Overroot,POTE,Power Of The Elements,POTE-EN078,C,NearMint,1st Edition,English,0.21,2024-12-21,0.04,0.22,0.19
bulk common,11,0,The Continuing Epic of Charles,DUNE,Duelist Nexus,DUNE-EN072,C,NearMint,1st Edition,English,0.07,2024-12-22,0.01,0.10,0.06
bulk common,12,0,The Cuckoo Commanded to Croon,DUNE,Duelist Nexus,DUNE-EN031,C,NearMint,1st Edition,English,0.04,2024-12-22,0.01,0.10,0.03
bulk common,5,0,The Great Noodle Inversion,DABL,Darkwing Blast,DABL-EN080,C,NearMint,1st Edition,English,0.03,2024-12-21,0.01,0.15,0.04
bulk common,10,0,The Legendary Fisherman,LED9,Legendary Duelists: Duels From The Deep,LED9-EN023,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.11,0.06
bulk common,13,0,The Legendary Fisherman II,LED9,Legendary Duelists: Duels From The Deep,LED9-EN024,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.10,0.09
bulk common,11,0,The Legendary Fisherman III,LED9,Legendary Duelists: Duels From The Deep,LED9-EN025,C,NearMint,1st Edition,English,0.06,2024-12-20,0.01,0.15,0.06
bulk common,9,0,"The Most Distant, Deepest Depths",POTE,Power Of The Elements,POTE-EN090,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.18,0.14
bulk common,2,0,"Therion ""Bull"" Ain",DIFO,Dimension Force,DIFO-EN003,C,NearMint,1st Edition,English,0.05,2024-12-20,0.01,0.10,0.04
bulk common,5,0,"Therion ""Duke"" Yul",DIFO,Dimension Force,DIFO-EN005,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.10,0.04
bulk common,3,0,"Therion ""Reaper"" Fum",DIFO,Dimension Force,DIFO-EN004,C,NearMint,1st Edition,English,0.04,2024-12-20,0.01,0.12,0.04
bulk common,7,0,Therion Stand Up!,DIFO,Dimension Force,DIFO-EN071,C,NearMint,1st Edition,English,0.03,2024-12-20,0.01,0.10,0.04
bulk common,7,0,Three-Eyed Ghost,PHNI,Phantom Nightmare,PHNI-EN097,C,NearMint,1st Edition,English,0.07,2024-12-21,0.01,0.10,0.07
bulk common,5,0,Tilting Entrainment,DABL,Darkwing Blast,DABL-EN083,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.18,0.09
bulk common,8,0,Time Reloader,PHNI,Phantom Nightmare,PHNI-EN026,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.10,0.04
bulk common,4,0,Tobari the Sky Ninja,DABL,Darkwing Blast,DABL-EN015,C,NearMint,1st Edition,English,0.19,2024-12-21,0.01,0.17,0.11
bulk common,13,0,Torrential Tribute,LED9,Legendary Duelists: Duels From The Deep,LED9-EN029,C,NearMint,1st Edition,English,0.12,2024-12-20,0.05,0.25,0.09
bulk common,4,0,Tri-Brigade Showdown,DABL,Darkwing Blast,DABL-EN055,C,NearMint,1st Edition,English,0.02,2024-12-21,0.01,0.15,0.03
bulk common,11,0,Tricorn the Cacophonous Concert,PHNI,Phantom Nightmare,PHNI-EN087,C,NearMint,1st Edition,English,0.04,2024-12-21,0.01,0.10,0.04
bulk common,4,0,Turbo-Tainted Hot Rod GT19,DABL,Darkwing Blast,DABL-EN034,C,NearMint,1st Edition,English,0.06,2024-12-21,0.01,0.10,0.04
bulk common,7,0,Ultimeat Offering,PHNI,Phantom Nightmare,PHNI-EN100,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.14,0.07
bulk common,12,0,Unchained Soul of Sharvara,DUNE,Duelist Nexus,DUNE-EN019,C,NearMint,1st Edition,English,0.12,2024-12-22,0.04,0.21,0.12
bulk common,12,0,Unchained Soul of Shyama,DUNE,Duelist Nexus,DUNE-EN020,C,NearMint,1st Edition,English,0.09,2024-12-22,0.01,0.20,0.11
bulk common,6,0,Underworld Ritual of Prediction,DABL,Darkwing Blast,DABL-EN063,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.12,0.06
bulk common,22,0,Unknown Synchron,LED8,Legendary Duelists: Synchro Storm,LED8-EN049,C,NearMint,1st Edition,English,0.09,2024-12-21,0.01,0.15,0.11
bulk common,10,0,Vagnawa the Moon-Eating Dragon,PHNI,Phantom Nightmare,PHNI-EN043,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.12,0.07
bulk common,9,0,Vanguard of the Underground Emperor,POTE,Power Of The Elements,POTE-EN081,C,NearMint,1st Edition,English,0.05,2024-12-21,0.01,0.15,0.06
bulk common,14,0,Vaylantz Wave - Master Phase,DUNE,Duelist Nexus,DUNE-EN074,C,NearMint,1st Edition,English,0.12,2024-12-22,0.01,0.15,0.11
bulk common,13,0,Veda Kalanta,DUNE,Duelist Nexus,DUNE-EN012,C,NearMint,1st Edition,English,0.04,2024-12-22,0.01,0.10,0.04
bulk common,7,0,Vernusylph and the Changing Season,POTE,Power Of The Elements,POTE-EN074,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.15,0.06
bulk common,9,0,Vernusylph and the Flower Buds,POTE,Power Of The Elements,POTE-EN075,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.15,0.06
bulk common,6,0,Vernusylph in Full Bloom,DABL,Darkwing Blast,DABL-EN066,C,NearMint,1st Edition,English,0.04,2024-12-21,0.01,0.15,0.04
bulk common,9,0,Vernusylph of the Flowering Fields,POTE,Power Of The Elements,POTE-EN018,C,NearMint,1st Edition,English,0.08,2024-12-21,0.01,0.15,0.08
bulk common,9,0,Vernusylph of the Thawing Mountains,POTE,Power Of The Elements,POTE-EN019,C,NearMint,1st Edition,English,0.11,2024-12-21,0.01,0.20,0.11
bulk common,6,0,Vivid Tail,DIFO,Dimension Force,DIFO-EN080,C,NearMint,1st Edition,English,0.08,2024-12-20,0.01,0.13,0.06
bulk common,6,0,V-LAN Hydra,DIFO,Dimension Force,DIFO-EN099,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.10,0.07
bulk common,6,0,War Rock Medium,DIFO,Dimension Force,DIFO-EN065,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.10,0.06
bulk common,10,0,Wheel Synchron,DUNE,Duelist Nexus,DUNE-EN001,C,NearMint,1st Edition,English,0.06,2024-12-22,0.01,0.15,0.07
bulk common,7,0,White Aura Porpoise,PHNI,Phantom Nightmare,PHNI-EN041,C,NearMint,1st Edition,English,0.11,2024-12-20,0.01,0.15,0.13
bulk common,6,0,White Reincarnation,PHNI,Phantom Nightmare,PHNI-EN058,C,NearMint,1st Edition,English,0.13,2024-12-20,0.01,0.15,0.13
bulk common,8,0,White Sunfish,PHNI,Phantom Nightmare,PHNI-EN006,C,NearMint,1st Edition,English,0.13,2024-12-21,0.01,0.15,0.13
bulk common,3,0,XX-clusion,DIFO,Dimension Force,DIFO-EN079,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.10,0.07
bulk common,8,0,Xyz Force,PHNI,Phantom Nightmare,PHNI-EN089,C,NearMint,1st Edition,English,0.06,2024-12-20,0.01,0.10,0.06
bulk common,13,0,Xyz Remora,LED9,Legendary Duelists: Duels From The Deep,LED9-EN009,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.15,0.15
bulk common,6,0,Yamatako Orochi,DIFO,Dimension Force,DIFO-EN032,C,NearMint,1st Edition,English,0.07,2024-12-20,0.01,0.10,0.07
bulk common,5,0,Yorishiro of the Aqua,DABL,Darkwing Blast,DABL-EN092,C,NearMint,1st Edition,English,0.12,2024-12-21,0.01,0.15,0.10
bulk common,6,0,Zalamander Catalyzer,DABL,Darkwing Blast,DABL-EN082,C,NearMint,1st Edition,English,0.18,2024-12-21,0.04,0.22,0.09
bulk common,13,0,Zuttomozaurus,DUNE,Duelist Nexus,DUNE-EN081,C,NearMint,1st Edition,English,0.04,2024-12-22,0.01,0.10,0.03
bulk foil,12,0,"""Infernoble Arms - Durendal""",AMDE,Amazing Defenders,AMDE-EN042,R,NearMint,1st Edition,English,0.20,2024-12-18,0.05,0.25,0.18
bulk foil,3,0,Absolute King Back Jack,TAMA,Tactical Masters,TAMA-EN048,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.15
bulk foil,1,0,Advanced Dark,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN054,UR,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.13
bulk foil,2,0,Amanokujaki,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN019,R,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.15,0.13
bulk foil,5,0,Anti-Spell Fragrance,TAMA,Tactical Masters,TAMA-EN056,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.25,0.12
bulk foil,1,0,"Archfiend's Staff of Despair",MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN036,R,NearMint,1st Edition,English,0.14,2024-12-18,0.01,0.19,0.14
bulk foil,1,0,Armed Dragon Flash,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN029,R,NearMint,1st Edition,English,0.21,2024-12-18,0.05,0.25,0.23
bulk foil,2,0,Armed Dragon LV10 White,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN005,R,NearMint,1st Edition,English,0.16,2024-12-18,0.10,0.25,0.16
bulk foil,9,0,Armed Protector Dragon,AMDE,Amazing Defenders,AMDE-EN047,R,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.15,0.08
bulk foil,3,0,Astrograph Sorcerer,TAMA,Tactical Masters,TAMA-EN040,R,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.10
bulk foil,22,0,Avendread Savior,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN091,UR,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.25,0.11
bulk foil,2,0,Balancer Lord,MYFI,Mystic Fighters,MYFI-EN047,SR,NearMint,1st Edition,English,0.42,2024-12-18,0.20,0.59,0.48
bulk foil,9,0,Battle of Sleeping Spirits,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN009,UR,NearMint,1st Edition,English,0.08,2024-12-18,0.01,0.20,0.10
bulk foil,8,0,Bearblocker,TAMA,Tactical Masters,TAMA-EN050,R,NearMint,1st Edition,English,0.05,2024-12-18,0.01,0.15,0.05
bulk foil,4,0,Beast King Unleashed,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN171,SR,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.20,0.07
bulk foil,1,0,Beetrooper Scout Buggy,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN117,R,NearMint,1st Edition,English,0.70,2024-12-18,0.30,0.75,0.71
bulk foil,2,0,Binary Blader,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN113,SR,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.20,0.07
bulk foil,1,0,Birth of the Prominence Flame,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN098,R,NearMint,1st Edition,English,0.16,2024-12-18,0.01,0.16,0.15
bulk foil,28,0,Blackwing - Gram the Shining Star,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN063,UR,NearMint,1st Edition,English,0.15,2024-12-18,0.05,0.25,0.16
bulk foil,22,0,Blackwing Full Armor Master,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN064,UR,NearMint,1st Edition,English,0.19,2024-12-18,0.02,0.25,0.23
bulk foil,7,0,Book of Eclipse,TAMA,Tactical Masters,TAMA-EN041,R,NearMint,1st Edition,English,0.19,2024-12-18,0.07,0.25,0.14
bulk foil,2,0,Book of Lunar Eclipse,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN099,SR,NearMint,1st Edition,English,0.13,2024-12-18,0.01,0.25,0.16
bulk foil,1,0,Branded in Red,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN219,R,NearMint,1st Edition,English,1.70,2024-12-18,0.25,1.90,1.72
bulk foil,3,0,Brotherhood of the Fire Fist - Dragon,MYFI,Mystic Fighters,MYFI-EN044,SR,NearMint,1st Edition,English,0.28,2024-12-18,0.09,0.35,0.28
bulk foil,8,0,Card Trooper,AMDE,Amazing Defenders,AMDE-EN046,R,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.10
bulk foil,1,0,"Clavkiys, the Magikey Skyblaster",MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN126,R,NearMint,1st Edition,English,0.20,2024-12-18,0.05,0.25,0.21
bulk foil,5,0,Compulsory Evacuation Device,TAMA,Tactical Masters,TAMA-EN044,R,NearMint,1st Edition,English,0.09,2024-12-18,0.01,0.25,0.13
bulk foil,8,0,CONTAIN!,AMDE,Amazing Defenders,AMDE-EN011,R,NearMint,1st Edition,English,0.07,2024-12-18,0.01,0.20,0.08
bulk foil,5,0,Cosmic Cyclone,TAMA,Tactical Masters,TAMA-EN053,R,NearMint,1st Edition,English,0.14,2024-12-18,0.01,0.25,0.18
bulk foil,7,0,Curse Reflection Doll,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN023,UR,NearMint,1st Edition,English,0.11,2024-12-18,0.01,0.20,0.12
bulk foil,5,0,Danmari @Ignister,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN062,SR,NearMint,1st Edition,English,0.12,2024-12-18,0.01,0.20,0.11
bulk foil,5,0,Debris Dragon,MYFI,Mystic Fighters,MYFI-EN043,SR,NearMint,1st Edition,English,1.09,2024-12-18,0.30,1.25,0.99
bulk foil,1,0,"Despia, Theater of the Branded",MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN154,R,NearMint,1st Edition,English,0.13,2024-12-18,0.05,0.21,0.13
bulk foil,6,0,Dice Dungeon,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN005,UR,NearMint,1st Edition,English,0.21,2024-12-18,0.02,0.25,0.21
